linha,parte
2419,treino
2420,validacao
2421,treino
2422,treino
2423,treino
2424,treino
2425,treino
2426,teste
2427,treino
2428,validacao
2429,validacao
2430,treino
2431,treino
2432,teste
2433,validacao
2434,treino
2435,validacao
2436,treino
2437,treino
2438,treino
2439,treino
2440,validacao
2441,treino
2442,teste
2443,treino
2444,teste
2445,treino
2446,validacao
2447,treino
2448,validacao
2449,validacao
2450,treino
2451,treino
2452,teste
2453,treino
2454,validacao
2455,treino
2456,validacao
2457,teste
2458,treino
2459,treino
2460,teste
2461,teste
2462,teste
2463,treino
2464,validacao
2465,treino
2466,validacao
2467,treino
2468,teste
2469,teste
2470,teste
2471,validacao
2472,treino
2473,treino
2474,validacao
2475,validacao
2476,teste
2477,teste
2478,treino
2479,treino
2480,treino
2481,treino
2482,validacao
2483,treino
2484,treino
2485,treino
2486,treino
2487,treino
2488,validacao
2489,validacao
2490,validacao
2491,teste
2492,validacao
2493,validacao
2494,teste
2495,validacao
2496,treino
2497,treino
2498,validacao
2499,validacao
2500,teste
2501,treino
2502,treino
2503,validacao
2504,validacao
2505,treino
2506,treino
2507,validacao
2508,teste
2509,validacao
2510,treino
2511,treino
2512,treino
2513,validacao
2514,validacao
2515,treino
2516,treino
2517,treino
2518,treino
2519,teste
2520,teste
2521,treino
2522,teste
2523,treino
2524,validacao
2525,treino
2526,treino
2527,treino
2528,validacao
2529,treino
2530,treino
2531,teste
2532,treino
2533,treino
2534,teste
2535,treino
2536,teste
2537,treino
2538,treino
2539,validacao
2540,teste
2541,treino
2542,teste
2543,treino
2544,validacao
2545,treino
2546,treino
2547,treino
2548,validacao
2549,teste
2550,treino
2551,teste
2552,treino
2553,teste
2554,validacao
2555,treino
2556,treino
2557,treino
2558,treino
2559,validacao
2560,validacao
2561,treino
2562,treino
2563,treino
2564,treino
2565,treino
2566,treino
2567,treino
2568,validacao
2569,treino
2570,teste
2571,treino
2572,treino
2573,treino
2574,teste
2575,treino
2576,treino
2577,validacao
2578,teste
2579,treino
2580,treino
2581,validacao
2582,validacao
2583,validacao
2584,treino
2585,treino
2586,validacao
2587,treino
2588,treino
2589,validacao
2590,treino
2591,treino
2592,treino
2593,treino
2594,teste
2595,treino
2596,teste
2597,treino
2598,treino
2599,validacao
2600,treino
2601,validacao
2602,validacao
2603,treino
2604,validacao
2605,treino
2606,treino
2607,treino
2608,treino
2609,teste
2610,validacao
2611,treino
2612,treino
2613,treino
2614,validacao
2615,treino
2616,treino
2617,validacao
2618,validacao
2619,treino
2620,validacao
2621,treino
2622,treino
2623,treino
2624,treino
2625,validacao
2626,treino
2627,treino
2628,treino
2629,treino
2630,teste
2631,teste
2632,teste
2633,treino
2634,treino
2635,treino
2636,validacao
2637,treino
2638,treino
2639,teste
2640,treino
2641,treino
2642,treino
2643,treino
2644,treino
2645,treino
2646,teste
2647,treino
2648,treino
2649,validacao
2650,treino
2651,validacao
2652,teste
2653,treino
2654,treino
2655,treino
2656,treino
2657,validacao
2658,treino
2659,validacao
2660,treino
2661,teste
2662,teste
2663,treino
2664,treino
2665,teste
2666,treino
2667,treino
2668,teste
2669,treino
2670,validacao
2671,treino
2672,teste
2673,treino
2674,treino
2675,treino
2676,treino
2677,validacao
2678,treino
2679,treino
2680,validacao
2681,validacao
2682,validacao
2683,validacao
2684,treino
2685,treino
2686,treino
2687,validacao
2688,treino
2689,validacao
2690,teste
2691,treino
2692,treino
2693,treino
2694,validacao
2695,treino
2696,treino
2697,treino
2698,treino
2699,treino
2700,teste
2701,teste
2702,treino
2703,teste
2704,treino
2705,validacao
2706,treino
2707,treino
2708,validacao
2709,treino
2710,treino
2711,treino
2712,teste
2713,treino
2714,treino
2715,teste
2716,treino
2717,treino
2718,validacao
2719,treino
2720,treino
2721,treino
2722,treino
2723,treino
2724,treino
2725,treino
2726,treino
2727,treino
2728,treino
2729,treino
2730,treino
2731,treino
2732,treino
2733,treino
2734,teste
2735,treino
2736,validacao
2737,treino
2738,treino
2739,treino
2740,treino
2741,treino
2742,teste
2743,treino
2744,treino
2745,treino
2746,validacao
2747,treino
2748,teste
2749,treino
2750,treino
2751,treino
2752,validacao
2753,teste
2754,treino
2755,teste
2756,treino
2757,validacao
2758,treino
2759,treino
2760,validacao
2761,teste
2762,treino
2763,validacao
2764,treino
2765,treino
2766,treino
2767,treino
2768,validacao
2769,treino
2770,teste
2771,teste
2772,validacao
2773,treino
2774,treino
2775,teste
2776,teste
2777,validacao
2778,treino
2779,validacao
2780,treino
2781,treino
2782,treino
2783,validacao
2784,treino
2785,treino
2786,treino
2787,teste
2788,validacao
2789,treino
2790,teste
2791,validacao
2792,validacao
2793,treino
2794,treino
2795,treino
2796,treino
2797,validacao
2798,treino
2799,treino
2800,validacao
2801,treino
2802,treino
2803,validacao
2804,treino
2805,treino
2806,treino
2807,treino
2808,treino
2809,treino
2810,validacao
2811,teste
2812,treino
2813,treino
2814,teste
2815,treino
2816,treino
2817,treino
2818,teste
2819,treino
2820,treino
2821,teste
2822,validacao
2823,treino
2824,treino
2825,treino
2826,treino
2827,validacao
2828,treino
2829,teste
2830,treino
2831,treino
2832,treino
2833,treino
2834,treino
2835,treino
2836,validacao
2837,treino
2838,treino
2839,teste
2840,treino
2841,treino
2842,treino
2843,treino
2844,treino
2845,treino
2846,teste
2847,validacao
2848,treino
2849,treino
2850,treino
2851,teste
2852,treino
2853,treino
2854,treino
2855,treino
2856,treino
2857,treino
2858,teste
2859,teste
2860,teste
2861,teste
2862,validacao
2863,teste
2864,treino
2865,treino
2866,teste
2867,validacao
2868,treino
2869,teste
2870,treino
2871,validacao
2872,treino
2873,teste
2874,treino
2875,teste
2876,treino
2877,validacao
2878,treino
2879,treino
2880,teste
2881,treino
2882,treino
2883,treino
2884,teste
2885,treino
2886,treino
2887,teste
2888,treino
2889,teste
2890,teste
2891,validacao
2892,treino
2893,treino
2894,treino
2895,treino
2896,treino
2897,teste
2898,teste
2899,teste
2900,teste
2901,teste
2902,treino
2903,validacao
2904,treino
2905,treino
2906,treino
2907,validacao
2908,treino
2909,treino
2910,treino
2911,treino
2912,validacao
2913,teste
2914,treino
2915,teste
2916,teste
2917,treino
2918,treino
2919,validacao
2920,treino
2921,teste
2922,teste
2923,validacao
2924,treino
2925,validacao
2926,validacao
2927,treino
2928,treino
2929,validacao
2930,treino
2931,treino
2932,treino
2933,treino
2934,treino
2935,validacao
2936,treino
2937,validacao
2938,validacao
2939,validacao
2940,treino
2941,validacao
2942,validacao
2943,treino
2944,validacao
2945,teste
2946,treino
2947,validacao
2948,validacao
2949,treino
2950,treino
2951,teste
2952,validacao
2953,treino
2954,treino
2955,treino
2956,validacao
2957,treino
2958,treino
2959,treino
2960,teste
2961,teste
2962,treino
2963,treino
2964,treino
2965,teste
2966,treino
2967,teste
2968,teste
2969,treino
2970,treino
2971,treino
2972,treino
2973,treino
2974,treino
2975,treino
2976,treino
2977,treino
2978,treino
2979,teste
2980,treino
2981,treino
2982,treino
2983,validacao
2984,teste
2985,teste
2986,validacao
2987,treino
2988,treino
2989,treino
2990,treino
2991,treino
2992,validacao
2993,teste
2994,treino
2995,treino
2996,treino
2997,teste
2998,treino
2999,teste
3000,teste
3001,teste
3002,treino
3003,treino
3004,treino
3005,treino
3006,treino
3007,validacao
3008,teste
3009,treino
3010,treino
3011,treino
3012,teste
3013,teste
3014,treino
3015,treino
3016,teste
3017,treino
3018,teste
3019,validacao
3020,treino
3021,validacao
3022,treino
3023,treino
3024,treino
3025,teste
3026,validacao
3027,treino
3028,teste
3029,treino
3030,treino
3031,treino
3032,treino
3033,treino
3034,treino
3035,treino
3036,validacao
3037,treino
3038,validacao
3039,treino
3040,teste
3041,treino
3042,validacao
3043,validacao
3044,treino
3045,teste
3046,treino
3047,treino
3048,teste
3049,treino
3050,treino
3051,treino
3052,treino
3053,treino
3054,validacao
3055,treino
3056,treino
3057,validacao
3058,treino
3059,treino
3060,treino
3061,treino
3062,treino
3063,treino
3064,treino
3065,treino
3066,treino
3067,treino
3068,treino
3069,treino
3070,validacao
3071,treino
3072,treino
3073,treino
3074,treino
3075,treino
3076,teste
3077,treino
3078,treino
3079,treino
3080,teste
3081,treino
3082,treino
3083,teste
3084,treino
3085,teste
3086,validacao
3087,treino
3088,validacao
3089,treino
3090,validacao
3091,validacao
3092,treino
3093,treino
3094,validacao
3095,validacao
3096,teste
3097,teste
3098,treino
3099,validacao
3100,validacao
3101,treino
3102,treino
3103,treino
3104,validacao
3105,treino
3106,treino
3107,treino
3108,treino
3109,treino
3110,treino
3111,teste
3112,treino
3113,teste
3114,treino
3115,treino
3116,treino
3117,treino
3118,treino
3119,treino
3120,validacao
3121,treino
3122,teste
3123,treino
3124,teste
3125,treino
3126,validacao
3127,treino
3128,treino
3129,teste
3130,validacao
3131,validacao
3132,treino
3133,treino
3134,treino
3135,treino
3136,validacao
3137,validacao
3138,treino
3139,teste
3140,teste
3141,validacao
3142,treino
3143,treino
3144,treino
3145,treino
3146,validacao
3147,treino
3148,treino
3149,treino
3150,treino
3151,teste
3152,validacao
3153,validacao
3154,validacao
3155,teste
3156,treino
3157,treino
3158,treino
3159,validacao
3160,treino
3161,teste
3162,teste
3163,teste
3164,validacao
3165,treino
3166,treino
3167,validacao
3168,validacao
3169,treino
3170,treino
3171,teste
3172,validacao
3173,treino
3174,treino
3175,treino
3176,treino
3177,treino
3178,teste
3179,teste
3180,treino
3181,treino
3182,treino
3183,validacao
3184,validacao
3185,treino
3186,treino
3187,treino
3188,treino
3189,treino
3190,treino
3191,teste
3192,validacao
3193,validacao
3194,validacao
3195,treino
3196,treino
3197,treino
3198,treino
3199,treino
3200,treino
3201,treino
3202,teste
3203,validacao
3204,treino
3205,treino
3206,validacao
3207,teste
3208,treino
3209,treino
3210,treino
3211,treino
3212,validacao
3213,treino
3214,treino
3215,validacao
3216,teste
3217,validacao
3218,treino
3219,treino
3220,treino
3221,teste
3222,treino
3223,validacao
3224,teste
3225,teste
3226,treino
3227,treino
3228,treino
3229,treino
3230,treino
3231,treino
3232,treino
3233,treino
3234,treino
3235,teste
3236,teste
3237,treino
3238,treino
3239,treino
3240,treino
3241,treino
3242,treino
3243,treino
3244,treino
3245,treino
3246,treino
3247,validacao
3248,treino
3249,teste
3250,validacao
3251,treino
3252,validacao
3253,treino
3254,treino
3255,validacao
3256,treino
3257,validacao
3258,treino
3259,teste
3260,treino
3261,validacao
3262,teste
3263,treino
3264,validacao
3265,treino
3266,treino
3267,teste
3268,treino
3269,treino
3270,treino
3271,validacao
3272,treino
3273,treino
3274,teste
3275,teste
3276,teste
3277,treino
3278,validacao
3279,treino
3280,treino
3281,treino
3282,treino
3283,treino
3284,treino
3285,treino
3286,validacao
3287,treino
3288,treino
3289,treino
3290,teste
3291,validacao
3292,treino
3293,treino
3294,teste
3295,teste
3296,treino
3297,treino
3298,validacao
3299,treino
3300,validacao
3301,treino
3302,treino
3303,validacao
3304,validacao
3305,validacao
3306,treino
3307,treino
3308,treino
3309,teste
3310,teste
3311,treino
3312,treino
3313,treino
3314,validacao
3315,treino
3316,treino
3317,treino
3318,treino
3319,validacao
3320,treino
3321,treino
3322,teste
3323,treino
3324,treino
3325,treino
3326,teste
3327,validacao
3328,treino
3329,validacao
3330,treino
3331,validacao
3332,treino
3333,treino
3334,teste
3335,treino
3336,treino
3337,validacao
3338,validacao
3339,teste
3340,treino
3341,teste
3342,treino
3343,treino
3344,teste
3345,teste
3346,validacao
3347,treino
3348,treino
3349,treino
3350,validacao
3351,treino
3352,treino
3353,teste
3354,validacao
3355,treino
3356,validacao
3357,treino
3358,treino
3359,treino
3360,treino
3361,treino
3362,treino
3363,treino
3364,teste
3365,validacao
3366,teste
3367,treino
3368,treino
3369,treino
3370,treino
3371,treino
3372,validacao
3373,validacao
3374,teste
3375,validacao
3376,treino
3377,treino
3378,treino
3379,treino
3380,treino
3381,treino
3382,validacao
3383,treino
3384,treino
3385,treino
3386,treino
3387,treino
3388,treino
3389,validacao
3390,treino
3391,teste
3392,treino
3393,treino
3394,teste
3395,treino
3396,validacao
3397,teste
3398,treino
3399,validacao
3400,validacao
3401,treino
3402,teste
3403,validacao
3404,teste
3405,treino
3406,validacao
3407,treino
3408,treino
3409,treino
3410,treino
3411,treino
3412,teste
3413,teste
3414,validacao
3415,teste
3416,validacao
3417,treino
3418,teste
3419,treino
3420,teste
3421,teste
3422,treino
3423,validacao
3424,treino
3425,treino
3426,treino
3427,validacao
3428,treino
3429,validacao
3430,treino
3431,treino
3432,teste
3433,treino
3434,validacao
3435,treino
3436,treino
3437,validacao
3438,treino
3439,treino
3440,teste
3441,treino
3442,validacao
3443,treino
3444,teste
3445,treino
3446,teste
3447,treino
3448,teste
3449,treino
3450,treino
3451,treino
3452,teste
3453,treino
3454,treino
3455,treino
3456,treino
3457,treino
3458,treino
3459,teste
3460,teste
3461,treino
3462,validacao
3463,treino
3464,teste
3465,treino
3466,treino
3467,treino
3468,teste
3469,validacao
3470,treino
3471,treino
3472,treino
3473,validacao
3474,teste
3475,treino
3476,teste
3477,teste
3478,validacao
3479,treino
3480,validacao
3481,treino
3482,treino
3483,validacao
3484,validacao
3485,validacao
3486,treino
3487,teste
3488,treino
3489,validacao
3490,treino
3491,treino
3492,treino
3493,treino
3494,validacao
3495,validacao
3496,teste
3497,treino
3498,teste
3499,treino
3500,treino
3501,validacao
3502,treino
3503,treino
3504,treino
3505,validacao
3506,treino
3507,treino
3508,treino
3509,treino
3510,validacao
3511,treino
3512,validacao
3513,validacao
3514,treino
3515,treino
3516,treino
3517,teste
3518,validacao
3519,validacao
3520,teste
3521,teste
3522,teste
3523,teste
3524,validacao
3525,treino
3526,treino
3527,treino
3528,teste
3529,teste
3530,teste
3531,teste
3532,treino
3533,validacao
3534,treino
3535,validacao
3536,teste
3537,validacao
3538,teste
3539,treino
3540,treino
3541,validacao
3542,treino
3543,validacao
3544,validacao
3545,treino
3546,treino
3547,treino
3548,validacao
3549,treino
3550,treino
3551,treino
3552,treino
3553,teste
3554,treino
3555,teste
3556,treino
3557,treino
3558,treino
3559,treino
3560,validacao
3561,validacao
3562,validacao
3563,teste
3564,treino
3565,treino
3566,validacao
3567,validacao
3568,treino
3569,treino
3570,validacao
3571,teste
3572,treino
3573,treino
3574,treino
3575,treino
3576,treino
3577,validacao
3578,treino
3579,teste
3580,treino
3581,treino
3582,treino
3583,treino
3584,treino
3585,teste
3586,treino
3587,teste
3588,validacao
3589,treino
3590,treino
3591,validacao
3592,treino
3593,treino
3594,treino
3595,teste
3596,teste
3597,teste
3598,validacao
3599,teste
3600,validacao
3601,validacao
3602,validacao
3603,teste
3604,treino
3605,treino
3606,treino
3607,treino
3608,validacao
3609,treino
3610,treino
3611,validacao
3612,validacao
3613,treino
3614,treino
3615,treino
3616,teste
3617,treino
3618,treino
3619,treino
3620,treino
3621,treino
3622,treino
3623,treino
3624,validacao
3625,validacao
3626,teste
3627,teste
3628,teste
3629,teste
3630,teste
3631,treino
3632,teste
3633,treino
3634,treino
3635,teste
3636,teste
3637,treino
3638,teste
3639,teste
3640,validacao
3641,treino
3642,treino
3643,validacao
3644,teste
3645,validacao
3646,treino
3647,treino
3648,teste
3649,treino
3650,treino
3651,treino
3652,treino
3653,treino
3654,treino
3655,treino
3656,validacao
3657,teste
3658,treino
3659,treino
3660,validacao
3661,validacao
3662,treino
3663,validacao
3664,validacao
3665,teste
3666,treino
3667,treino
3668,treino
3669,treino
3670,validacao
3671,teste
3672,treino
3673,treino
3674,teste
3675,treino
3676,treino
3677,validacao
3678,validacao
3679,treino
3680,treino
3681,teste
3682,treino
3683,validacao
3684,treino
3685,validacao
3686,treino
3687,treino
3688,treino
3689,treino
3690,teste
3691,treino
3692,teste
3693,treino
3694,treino
3695,teste
3696,treino
3697,validacao
3698,teste
3699,teste
3700,teste
3701,treino
3702,teste
3703,treino
3704,treino
3705,treino
3706,treino
3707,treino
3708,treino
3709,treino
3710,treino
3711,validacao
3712,treino
3713,teste
3714,treino
3715,treino
3716,treino
